corrupted,correct
COC(C(=)C(O)C(C)O)C1Cc2cc3cc(OC4CC(2C5CC(O)C(OC)C(C)O5)C(OC(C)=O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1O1C1OCC(C2OCC(OC3CC(C)(O)C(OC(C)=O)C(C)O3)C(O)C2C)C(O)C1C,COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(OC)C(C)O5)C(OC(C)=O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1OCC(C2OCC(OC3CC(C)(O)C(OC(C)=O)C(C)O3)C(O)C2C)C(O)C1C
COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(OC)C(C)O5)C(OC(C)=O)C(C)O4)c(C)c(O)cBr3c(O)c2C(=O)C1OC1OCC(C2OCC(OC3CC(C)(O)C(OC(C)O)C(C)O3)C(O)C2C)C(O)C1C,COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(OC)C(C)O5)C(OC(C)=O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1OCC(C2OCC(OC3CC(C)(O)C(OC(C)=O)C(C)O3)C(O)C2C)C(O)C1C
COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(OC)C(C)O5)C(O(C(C)=O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1OCC(C2OCC(OC3CC(C)(O)C(OC(C)=O)C(C)O3)C(O)C2C)C(O)1C,COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(OC)C(C)O5)C(OC(C)=O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1OCC(C2OCC(OC3CC(C)(O)C(OC(C)=O)C(C)O3)C(O)C2C)C(O)C1C
CC(C)=CC1C(C(=O)O)C1(C),CC(C)=CC1C(C(=O)O)C1(C)C
CC(C)=CC1C(PC(=O)O)C1=C)C,CC(C)=CC1C(C(=O)O)C1(C)C
O=c1cc2oc(-c3ccccc3)cc(OC)c-2c(O)c1,O=c1cc2oc(-c3ccccc3)cc(O)c-2c(O)c1
O=c1cc2oc(-c3ccccc3)cc(O)c-2c(O)c,O=c1cc2oc(-c3ccccc3)cc(O)c-2c(O)c1
O=c1)c2oc(-c3cccc3Br)cc(O)c-2c(O)c1,O=c1cc2oc(-c3ccccc3)cc(O)c-2c(O)c1
CC(C)CC(NC(=O)C(NC(=O)NC(Cc1ccccc1)C(=O)O)C1CC=C(N)N1)C(=O)NC(Cc1ccccc1)C(=O)O,CC(C)CC(NC(=O)C(NC(=O)NC(Cc1ccccc1)C(=O)O)C1CCN=C(N)N1)C(=O)NC(Cc1ccccc1)C(=O)O
CC(C)CC(NC(=O)C(NC(=O)NC(Cc1ccccc1)C(=O)O)C1CC=C(N)N)1C(=O)NC(Cc1ccccc1)C(=O)O,CC(C)CC(NC(=O)C(NC(=O)NC(Cc1ccccc1)C(=O)O)C1CCN=C(N)N1)C(=O)NC(Cc1ccccc1)C(=O)O
CC(C)CC(NC(=O)C(NC(=O)NC(Cc1ccccc1)C(=O)O)C1CCN=C(N)N1)C(=O)NC(Cc1cccc1)C(=O)O,CC(C)CC(NC(=O)C(NC(=O)NC(Cc1ccccc1)C(=O)O)C1CCN=C(N)N1)C(=O)NC(Cc1ccccc1)C(=O)O
CC(=O)Nc1ccc(C(=O)Ncccccc2N)cc1,CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1
CC(=O)Nc1ccc(C(=O()Ncccccc2N)cc1,CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1
CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc,CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1
c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc,c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1
2c1ccc(C=(c3cc1cc3)CC2C2=NCCN2)ccc,c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1
CC(C)NCC(O)c1ccc(N)2(C#N)c1,CC(C)NCC(O)c1ccc(N)c(C#N)c1
CC(C)NCC(O)2c1ccc(N)c((#N)c1,CC(C)NCC(O)c1ccc(N)c(C#N)c1
CC(C)NCC(O)c1ccc(N)c(C#N)c,CC(C)NCC(O)c1ccc(N)c(C#N)c1
CN=C(NC#N)NCCSCc1n[nH]c)C,CN=C(NC#N)NCCSCc1nc[nH]c1C
CN=C(NC#N)NCCSCc1nc[nH]c1,CN=C(NC#N)NCCSCc1nc[nH]c1C
CN=C(NC#NNNCCSCc1nc[nH]c1,CN=C(NC#N)NCCSCc1nc[nH]c1C
C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc,C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12
C=CC1CN2CCC1SCC2C(O)c1ccn2ccccCc12,C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12
CCCCCC(CC1)CN(C)(C)O2,CC12CCC(CC1)C(C)(C)O2
CC12CCC(CC1)C(C)(C)OP,CC12CCC(CC1)C(C)(C)O2
CC12CCC(CC1)C(C)(C)O,CC12CCC(CC1)C(C)(C)O2
C(=CN1CCN(C(c2ccccc2)c2ccccc2)CC1Cl)Cc1ccccc1,C(=CN1CCN(C(c2ccccc2)c2ccccc2)CC1)Cc1ccccc1
C(=CN1CCN(C(c2ccccc2)c2ccccc2)CC1)Ccccccc1,C(=CN1CCN(C(c2ccccc2)c2ccccc2)CC1)Cc1ccccc1
C(=CN1CCc(C(c2ccccc2)c2ccccc2)CC1)Cc1ccccN1,C(=CN1CCN(C(c2ccccc2)c2ccccc2)CC1)Cc1ccccc1
C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2CC1,C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1
C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC,C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1
C(=Cc1ccccc1)CN1CCNC(c2ccccc2)c2ccccc2)CC1,C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1
CC(C)(Oc1cc(C2CC2(Cl)Cl)cc1CC(=O)O,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O
CC(C)Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O
CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc)C(=O)O,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O
O=C(O)c1cn(C2CC2)c22c(N3CCNCC3)c(F)cc2c1=O,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O
O=C(O)c1cn(C2CC2c2cc(N3CCNCC3)c(F)cc2c1=O,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O
NCC=CC)==O(O,NCC=CC(=O)O
NCC=C)C(=O1O,NCC=CC(=O)O
(C=ClCCC=OBrO,NCC=CC(=O)O
[Cl][Pt],[Cl][Pt][Cl]
[Cl][Pt]Br[Cl],[Cl][Pt][Cl]
CN(C)CCCS1(c22cc(F)cc)OCc2cc(C#N)ccc21,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
CN(C)CCCC1(c2ccc(F)cc2)OCc2c2(C#N)ccc21,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
C[N+](C)(CO)CCOP(=O)(O)OP(=O)(O)OCC1(O)COC(n2cc(N)nc2=O)C1O,C[N+](C)(C)CCOP(=O)(O)OP(=O)(O)OCC1(O)COC(n2ccc(N)nc2=O)C1O
C[N+](C)(C)CCOP1=O)(OBr)OP(=O)(O)OCC1(O)COC(n2ccc(N)nc2=O)C1O,C[N+](C)(C)CCOP(=O)(O)OP(=O)(O)OCC1(O)COC(n2ccc(N)nc2=O)C1O
C[N+](C)(C)CCOP(=O)P()OP(=O)(O)CCO1(O)COC(n2ccc(N)nc2=O)C1O,C[N+](C)(C)CCOP(=O)(O)OP(=O)(O)OCC1(O)COC(n2ccc(N)nc2=O)C1O
1CC(=O)NC1SCCC1=O,CC(=O)NC1SCCC1=O
CC(CO)NC1SCC=1=O,CC(=O)NC1SCCC1=O
CC(=O)NC1SCCC1=,CC(=O)NC1SCCC1=O
CC1=C2C(=COC(C)C2C)C(=O)C(=C(O)O)C1=,CC1=C2C(=COC(C)C2C)C(=O)C(=C(O)O)C1=O
CC1=C2C(=COC(C)C2C)C(=O)C(=C(O))C1=O,CC1=C2C(=COC(C)C2C)C(=O)C(=C(O)O)C1=O
CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c,CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
CCBr#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
COC1CC(OC2CC(OC3OC(C)CC((C)C)C3O)C(C)(OC)CC(C)C(=O)C(C)C(ClO)C(C))O)C(C(OC(=O)C2C)OC(C)C1O,COC1CC(OC2CC(OC3OC(C)CC(N(C)C)C3O)C(C)(OC)CC(C)C(=O)C(C)C(O)C(C)(O)C(C)OC(=O)C2C)OC(C)C1O
COC1CC(1C2CC(OC3OC(C)CC(N(C)C)C3O)C(C)(OC)CC(C)C(=O)C(C)C(O)C(C)(O)C(C)OC(=O)C2C)OC(C)C1O,COC1CC(OC2CC(OC3OC(C)CC(N(C)C)C3O)C(C)(OC)CC(C)C(=O)C(C)C(O)C(C)(O)C(C)OC(=O)C2C)OC(C)C1O
COC1CC(OC2CC(OC3OC(C)CC(N(C)C)C3O)C(C)(OC)CC(C)C(=O)C(C)C(O)C(C)(O)C(C)OC(=O)C2C)OC(C)C1,COC1CC(OC2CC(OC3OC(C)CC(N(C)C)C3O)C(C)(OC)CC(C)C(=O)C(C)C(O)C(C)(O)C(C)OC(=O)C2C)OC(C)C1O
CC(CC)C(O)C12NC(=O)C(2)C1OCC=O,CC(C)C(O)C12NC(=O)C(C)C1OC2=O
CC(C)C(O)C12NC(=OC(C)C1OC2=O,CC(C)C(O)C12NC(=O)C(C)C1OC2=O
CC(C)C(O)C12NC(=O)C(C)C1OC2=,CC(C)C(O)C12NC(=O)C(C)C1OC2=O
COc1cc(N)(Cl)cCc1C(=O)NC1CCN(Cc2ccccO2)CC1,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1
COc1cc(S)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1
CN1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc,CN1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1
CN1CCCC1CCOC(C)(c1ccccc1)C1ccc(Cl)cc1,CN1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1
CN1CCCC1CCOC(C)(c1ccccc1c1ccc(Cl)cc1,CN1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1
Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc,Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1
Clc1ccc(Cn2c(CN3CCCC3)nc3Ccccc32)cc1,Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1
CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1
CCCC1CC(C(=O)NCCC(()Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1
CCCC1C(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1
CCC(C)(Oc1ccc(C2()c3ccc(OC(C)(CC)C(=O)O)cc3)CCCCC2)cc1)C(=O)O,CCC(C)(Oc1ccc(C2(c3ccc(OC(C)(CC)C(=O)O)cc3)CCCCC2)cc1)C(=O)O
CCC(C)(Oc1ccc(C2(c3ccc(OC(C)(CC)C(=O)O)cc3)CCCCC2)c1)C(=O)O,CCC(C)(Oc1ccc(C2(c3ccc(OC(C)(CC)C(=O)O)cc3)CCCCC2)cc1)C(=O)O
CCC(C)(Oc1ccc(C2(c3ccc(OC(C)(CC)CC=O)O)cc3)CCCC(2)cc1)C(=O)O,CCC(C)(Oc1ccc(C2(c3ccc(OC(C)(CC)C(=O)O)cc3)CCCCC2)cc1)C(=O)O
Oc1c(I)cc(Cl)c2cccnc121,Oc1c(I)cc(Cl)c2cccnc12
Oc1c(I)cc()c2cccnc12,Oc1c(I)cc(Cl)c2cccnc12
Oc1c(I)cc(Cl)ccccnc12,Oc1c(I)cc(Cl)c2cccnc12
NC(=N)c1ccc(Cl)cc1)SCCCc1Ncnc[nH]1,NC(=NCc1ccc(Cl)cc1)SCCCc1cnc[nH]1
NC(=NCc1ccc(Cl)cc1)SCCCc1cnc[nH],NC(=NCc1ccc(Cl)cc1)SCCCc1cnc[nH]1
CCC(=O)OC1(C(=O)CClC(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(1)C(O)CC21C,CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21,CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
CCC(=O)OC1(C(=O)C)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
CCCC(=O)OC1(C(=O)CCl)C(C)CNC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(=O)CC21C,CCCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(=O)CC21C
CCCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(=O))CC21C,CCCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(=O)CC21C
CCCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(=O)CC21,CCCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(=O)CC21C
NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccc(Cl)cc32)CC,NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccc(Cl)cc32)CC1
NC(=OC1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3cc(Cl)cc2c32)CC1,NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccc(Cl)cc32)CC1
NC(=O2)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccc(Cl)cc32)CC1,NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccc(Cl)cc32)CC1
CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc,CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1
CC(C)(C)CC(C)(C)c1ccc(O)(Cc2ccc(Cl)cc2Cl)c1,CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1
CC(C)(C)CC(C)(C)c1ccc(O))c(Cc2ccc(Cl)cc2Cl)c1,CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1
CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c,CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21
C1N(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21
OcC1CN=C(c2cccc=2Cl)c22cc([N+](O)Cl)ccc2N1,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1
O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1
Pc1cccc(Cl)c1NC1=NCCN1,Clc1cccc(Cl)c1NC1=NCCN1
Clc1cccc(Cl)c1NC1=NCC1,Clc1cccc(Cl)c1NC1=NCCN1
2Clc1cccS(Cl)c1NC1=NCCN1,Clc1cccc(Cl)c1NC1=NCCN1
O=C([O-])CCCC=CCC1C(O)CC(O)C1C=CC(O)COc1cccc(Cl)c,O=C([O-])CCCC=CCC1C(O)CC(O)C1C=CC(O)COc1cccc(Cl)c1
O=C([O-])CCCC=CCC1C(O)CC(O)1C=CC(O)COc1cccc(Cl)c1,O=C([O-])CCCC=CCC1C(O)CC(O)C1C=CC(O)COc1cccc(Cl)c1
O=C([O-])CCCC=CCC1CcO)CC(O)C1C=CC(O)COc1ccc((Cl)c1,O=C([O-])CCCC=CCC1C(O)CC(O)C1C=CC(O)COc1cccc(Cl)c1
OC(C)NCC(C)c1ccccc1Cl,CC(C)NCC(O)c1ccccc1Cl
CC(C)NCC(O)c1cccc1Cl,CC(C)NCC(O)c1ccccc1Cl
CC(C)BrCC(O)c1ccccc1Cl,CC(C)NCC(O)c1ccccc1Cl
CCc1cc2c(s1)N(C)C(=O2CN=C2c1ccccc1Cl,CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl
CCc1cc2c(s1NN(C)C(=O)CN=C2c1ccccc1Cl,CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl
CCc1cc2c(s1)N(C)C(=OCN=C2c1ccccc1Cl,CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl
Clc1ccccc1C(c1ccccc1)(c1ccccc1))1ccnc1,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1
Cc1onc(-c2cccc2Cl)c1C(=O)NCB(NO)O,Cc1onc(-c2ccccc2Cl)c1C(=O)NCB(O)O
Cc1onc(-c2ccBrc)2Cl)c1C(=O)NCB(OcO,Cc1onc(-c2ccccc2Cl)c1C(=O)NCB(O)O
Cc1onc(-c2cccOc2Cl)c1C(=O)NCB(1O)O,Cc1onc(-c2ccccc2Cl)c1C(=O)NCB(O)O
O=C1CN2CCOC2(cO2ccccc2Cl)c2cc(Cl)ccc2N1,O=C1CN2CCOC2(c2ccccc2Cl)c2cc(Cl)ccc2N1
O=C1CN2CCOC2(c2ccccc2Cl)c2cc(Cl)ccc2N,O=C1CN2CCOC2(c2ccccc2Cl)c2cc(Cl)ccc2N1
Oc1ccc(Cl)c2cccnc,Oc1ccc(Cl)c2cccnc12
CN1CCN(C2=c3ccccc3=Nc3ccc(Cl)cc3N2)CC,CN1CCN(C2=c3ccccc3=Nc3ccc(Cl)cc3N2)CC1
Clc1ccc2c(c1)NC(N1CCNCC1)=c1ccccc1=N,Clc1ccc2c(c1)NC(N1CCNCC1)=c1ccccc1=N2
Clc1ccc2c(c1)NC(N1CCNCC1)=c1ccccc1N=N2,Clc1ccc2c(c1)NC(N1CCNCC1)=c1ccccc1=N2
Clc1ccc2c(c1)NC(N1CCNCC1)=c1ccccc1=N2(,Clc1ccc2c(c1)NC(N1CCNCC1)=c1ccccc1=N2
N#Cc1cc2nc([O-])c([O-])nc2cc1[N+](=O)[O-].[Na+].,N#Cc1cc2nc([O-])c([O-])nc2cc1[N+](=O)[O-].[Na+].[Na+]
H#Cc1cc2nc([O-])c([O-])nc2cc1[N+](=O)[O-].[Na+].[Na+],N#Cc1cc2nc([O-])c([O-])nc2cc1[N+](=O)[O-].[Na+].[Na+]
N#Cc1cc2nc([O-])c([O-])nc2Nc1[N+](cHO)[O-].[Na+].[Na+],N#Cc1cc2nc([O-])c([O-])nc2cc1[N+](=O)[O-].[Na+].[Na+]
CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cncN3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSCC(=O)NCCc1c[nH]c2ccccc12,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSCC(=O)NCCc1c[nH]c2ccccc12
CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSCC(=O)NCCc1c[nH]c2ccccc,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSCC(=O)NCCc1c[nH]c2ccccc12
COC(=O)C1C(SC(=O)c2ccccc2)CC2CCC1N2C,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C
COC(O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C
COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C
CC(C)=CCc1ccc2[nH]cc(C3=C(O)C(=O)C(c4c[nH]c5ccc(CC=C(C)C)cc45)=C(O)C3=O)c2c,CC(C)=CCc1ccc2[nH]cc(C3=C(O)C(=O)C(c4c[nH]c5ccc(CC=C(C)C)cc45)=C(O)C3=O)c2c1
CC(C)=CCc1ccc2[nH]cc(C3=C(O)C(=O)C(c4c[nH]c5ccc(CC=C(C)C)cc45)=C()C3=O)c2c1,CC(C)=CCc1ccc2[nH]cc(C3=C(O)C(=O)C(c4c[nH]c5ccc(CC=C(C)C)cc45)=C(O)C3=O)c2c1
CC(C)==Cc1ccc2[nH]cc(C3=C(O)C(=O)C(c4c[nH]c5)cc(CC=C(C)Cccc45)=C(O)C3=O)c2c1,CC(C)=CCc1ccc2[nH]cc(C3=C(O)C(=O)C(c4c[nH]c5ccc(CC=C(C)C)cc45)=C(O)C3=O)c2c1
COcc1cc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341
COcClccc2c3c1OC1C(O2C=CC4C(C))N(C)CCC341,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341
COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341
O=C1N2C=C(c3ccc(Occ3)N=C(Cc3ccccc3)C2=NC1(O)Cc1ccc(O)cc1,O=C1N2C=C(c3ccc(O)cc3)N=C(Cc3ccccc3)C2=NC1(O)Cc1ccc(O)cc1
O=21N2C=C(c3ccc(O)cc3)N=C(Cc3ccccc3)CC=NC1(O)C1ccc(O)cc1,O=C1N2C=C(c3ccc(O)cc3)N=C(Cc3ccccc3)C2=NC1(O)Cc1ccc(O)cc1
O=C1N2C=C(c3ccc(O)cc3)N=C(Cc3ccccc3)C2=NC1(O)Cc1ccc(O)cc,O=C1N2C=C(c3ccc(O)cc3)N=C(Cc3ccccc3)C2=NC1(O)Cc1ccc(O)cc1
O=c1cCc2cccC(O)cc2)nc2c(Cc3ccccc3)[nH]c(-c3ccc(O)cc3)cn1-2,O=c1c(Cc2ccc(O)cc2)nc2c(Cc3ccccc3)[nH]c(-c3ccc(O)cc3)cn1-2
O=c1c(Cc2ccc(O)cc2)nc2c((c3ccccc3)[nH]c(-c3ccc(O)cc3)cn1-2,O=c1c(Cc2ccc(O)cc2)nc2c(Cc3ccccc3)[nH]c(-c3ccc(O)cc3)cn1-2
O=c1c(Cc2ccc(O)cc2)nc2c(Cc3ccccc3)[nH]c(-c3ccc(O)cc3)cn1-,O=c1c(Cc2ccc(O)cc2)nc2c(Cc3ccccc3)[nH]c(-c3ccc(O)cc3)cn1-2
CC1=C2N=C(C=C3N=C(C(C)=C4N=C(C(CC(N)=O)C4(C)CCC(=O)NCC(C)OP(=O)(O)OC4C(CO)OC(n5cnc6cc(C)c(C)cc65)C4O)C4(C)N=C1C(CCC(N)=O)C4(C)CC(N)=O)C(CC(N)=O)C3(C)C)C(CCC(N)=O)C2(C)CC(N)=O.[C-]#N.[Co],CC1=C2N=C(C=C3N=C(C(C)=C4N=C(C(CC(N)=O)C4(C)CCC(=O)NCC(C)OP(=O)(O)OC4C(CO)OC(n5cnc6cc(C)c(C)cc65)C4O)C4(C)N=C1C(CCC(N)=O)C4(C)CC(N)=O)C(CCC(N)=O)C3(C)C)C(CCC(N)=O)C2(C)CC(N)=O.[C-]#N.[Co]
CC1=C2N=C(CC3N=C(C(C)=C4N=C(C(CC(N)=O)C4(C)CCC(=O)NCC(C)OP(=OP(O)OC4C(CO)OC(n5cnc6cc(C)c(C)cc65)C4O)C4(C)N=C1C(OCCC(N)=O)C4(C)CC(N)=O)C(CCC(N)=O)C3(C)C)C(CCC(N)=O)C2(C)CC(N)=O.[C-]#N.[Co],CC1=C2N=C(C=C3N=C(C(C)=C4N=C(C(CC(N)=O)C4(C)CCC(=O)NCC(C)OP(=O)(O)OC4C(CO)OC(n5cnc6cc(C)c(C)cc65)C4O)C4(C)N=C1C(CCC(N)=O)C4(C)CC(N)=O)C(CCC(N)=O)C3(C)C)C(CCC(N)=O)C2(C)CC(N)=O.[C-]#N.[Co]
CC1=C2N=C(C=C3N=C(C(C)=C4N=C(C(CC(N)=O)C4(C)CCC(=O)NCC(C)OP(=O)(O)OC4C(CO)OC(n5cnc6cc(C)c(C)cc65)C4O)C4(C)N=C1C(CCC(N)=OBr)C4(C)CC(N)=O)C(CCC(N)=O)C3(C)C)C(CCC(N)=O)C2(C)CC(N)=O.[C-]#N.[Co],CC1=C2N=C(C=C3N=C(C(C)=C4N=C(C(CC(N)=O)C4(C)CCC(=O)NCC(C)OP(=O)(O)OC4C(CO)OC(n5cnc6cc(C)c(C)cc65)C4O)C4(C)N=C1C(CCC(N)=O)C4(C)CC(N)=O)C(CCC(N)=O)C3(C)C)C(CCC(N)=O)C2(C)CC(N)=O.[C-]#N.[Co]
CNC2CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21,CNC1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21
