corrupted,correct
CCCCCC(C=CC=CCCCCCCCC(=O)O)OO=,CCCCCC(C=CC=CCCCCCCCC(=O)O)OO
CCCCCC(C=CC=CCCCCCCCC(=O)O)O,CCCCCC(C=CC=CCCCCCCCC(=O)O)OO
CCCC)CC(C=CC=CCCCCCCCC(=)O)OO,CCCCCC(C=CC=CCCCCCCCC(=O)O)OO
CCCCCC(=O)CCC1C(O)CC(O)C1CC=CCCCC(=O),CCCCCC(=O)CCC1C(O)CC(O)C1CC=CCCCC(=O)O
CCCCCC(=O)CCC1C(O)CC(O)C1CC=CCCCC(=O),CCCCCC(=O)CCC1C(O)CC(O)C1CC=CCCCC(=O)O
CCCCCC(=O)CC1C(O)CC(O)C1CC=CCCCC(=O)O,CCCCCC(=O)CCC1C(O)CC(O)C1CC=CCCCC(=O)O
CCCCCC(OOCCC1C=(O)CC(=Br)C1CCCCCCC(=))O,CCCCCC(O)CCC1C(O)CC(=O)C1CCCCCCC(=O)O
CCCCCCC(O)CCCC(O)CC(=O)C1CCCCCCC(=O)O,CCCCCC(O)CCC1C(O)CC(=O)C1CCCCCCC(=O)O
CCCCCC(O)CCC)C(O)CC(=O)C1CCCCCCC(=O1O,CCCCCC(O)CCC1C(O)CC(=O)C1CCCCCCC(=O)O
CCCCC(=O)C=CC=CCCCCCCC(=O)O,CCCCC(=O)C=CC=CCCCCCCCC(=O)O
CCCC=(CO)C=CC=CCCCCCCC(=O)O,CCCCC(=O)C=CC=CCCCCCCCC(=O)O
CCCCC(=OO)C=CC=CCCCCCCC(=H)O,CCCCC(=O)C=CC=CCCCCCCCC(=O)O
CCCCCC#CCC(O)C=CC=CC=CC(O)CCCC(=O),CCCCCC#CCC(O)C=CC=CC=CC(O)CCCC(=O)O
CCCCC#CCC(O)C=CC=CC=CC(O)CCCC(=O1O,CCCCCC#CCC(O)C=CC=CC=CC(O)CCCC(=O)O
CCCCCCClCCC(O)C=CC=CC=CC(O)CCCC(=O)O,CCCCCC#CCC(O)C=CC=CC=CC(O)CCCC(=O)O
CCCCCC1OC1CC=CCC=CCC=CCCCC(=O)O),CCCCCC1OC1CC=CCC=CCC=CCCCC(=O)O
CCCCCC1OC1CC=CCC=CCC=CCCCC(=O),CCCCCC1OC1CC=CCC=CCC=CCCCC(=O)O
COCBrCCC1CC1CC=CCC=CCC=CCCCC(=O)O,CCCCCC1OC1CC=CCC=CCC=CCCCC(=O)O
CC(N)=NCc1cccc(CN)c,CC(N)=NCc1cccc(CN)c1
CC(N)=NCc1cccc(CN)c,CC(N)=NCc1cccc(CN)c1
C(N)=NCcN1cccc(CN)c1,CC(N)=NCc1cccc(CN)c1
CCCCCC(O)C=CC=CCCCCCCCCCC(=O),CCCCCC(O)C=CC=CCCCCCCCCCC(=O)O
CCCCCC(O)C=CC=CCCCCCCCCCC(=O),CCCCCC(O)C=CC=CCCCCCCCCCC(=O)O
CCCCCC(O)C=CC=OCCCCCCCCCC(=O)O,CCCCCC(O)C=CC=CCCCCCCCCCC(=O)O
CCC=CCC(O)C=CC=CCC=CCC=CCCCC(=O),CCC=CCC(O)C=CC=CCC=CCC=CCCCC(=O)O
CCC=CCC(O)C=CC=COC=CCC=CCBrCC(=O)C,CCC=CCC(O)C=CC=CCC=CCC=CCCCC(=O)O
CCC=CCC(O)C=CC=CCC=CCC=CCCCC(=O),CCC=CCC(O)C=CC=CCC=CCC=CCCCC(=O)O
CCCCCC(O)C=CC=CCC=CCC=CCCCC(=O),CCCCCC(O)C=CC=CCC=CCC=CCCCC(=O)O
CCCCCC(O)C(CC=CCC=CCC=CCCCC(=O)O,CCCCCC(O)C=CC=CCC=CCC=CCCCC(=O)O
CCCCCC(O)C=CCOCCC=CCC=CCCCC(=O)O,CCCCCC(O)C=CC=CCC=CCC=CCCCC(=O)O
CCCCCC(O)C=CC=CCC=CCCCCCCC(=O),CCCCCC(O)C=CC=CCC=CCCCCCCC(=O)O
CCCCCC(O)C=CC=CCC=CCCCCCCC(=O),CCCCCC(O)C=CC=CCC=CCCCCCCC(=O)O
CCCCCC(O)C=CC=CCC=CCCCCCCC(=O),CCCCCC(O)C=CC=CCC=CCCCCCCC(=O)O
CCCCCC(C=CC=CCCCCCCCCCC(=O)O)O,CCCCCC(C=CC=CCCCCCCCCCC(=O)O)OO
CCCCCC(C=CCCCCCHCCCCCC(=O)O)OO,CCCCCC(C=CC=CCCCCCCCCCC(=O)O)OO
CCCCCC(C=CC=CCCC1CCCCCC(=O)O)OO,CCCCCC(C=CC=CCCCCCCCCCC(=O)O)OO
CCC=1CC(C=CC=CCC=CCC=CCCCC(=O)O)OO,CCC=CCC(C=CC=CCC=CCC=CCCCC(=O)O)OO
CCC=CCC(C=CC=CCC=CCC=CCCCC(=O)O)O,CCC=CCC(C=CC=CCC=CCC=CCCCC(=O)O)OO
CCC=CCCC=CC=CCC=CCC=CCCCC(=O)O)OO,CCC=CCC(C=CC=CCC=CCC=CCCCC(=O)O)OO
CCCCCC(C=CC=CCC=CCC=CCOCC(=C)O)OO,CCCCCC(C=CC=CCC=CCC=CCCCC(=O)O)OO
CCCCCC(C=CC=CCC=CCC=CCCCC=O)O)OO,CCCCCC(C=CC=CCC=CCC=CCCCC(=O)O)OO
CCCCCC(C=CC=CCC=CCC=CCSCCC(=O)O)OO,CCCCCC(C=CC=CCC=CCC=CCCCC(=O)O)OO
CCCCCC(=O)C=C1C(O)CC)=O)C1CC=CCCCC(=O)O,CCCCCC(=O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O
CCCCCC(=O)C=CC1C())CC(=O)C1CC=CCCCC(=O)O,CCCCCC(=O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O
CCCCCC(=O)C=CC1C(O)CC(=O)C1CC=CCC(CC=O)O,CCCCCC(=O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O
CCCCCC(=O)C=CC1C(O)CC(O)C1CC=CCCCC(=O),CCCCCC(=O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O
CCCCCC(=O)C=CC1C(O)CCSO)C1CC=CCCCC(P=O)O,CCCCCC(=O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O
CCCCCC(=O)C=CC1C(O)CC(O)C1CC=CCCCC(=O),CCCCCC(=O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O
CCCCCC(=OCC=CC=)CC=CCC=CCCCC(=O)O,CCCCCC(=O)C=CC=CCC=CCC=CCCCC(=O)O
CCCCCC(=O)C=CC=CCC=CCC=CCCC(=O)O,CCCCCC(=O)C=CC=CCC=CCC=CCCCC(=O)O
CCCOCCC(=O)C=CC=CCC=CCC=CCCCC(=O)O,CCCCCC(=O)C=CC=CCC=CCC=CCCCC(=O)O
CCCCCC=CC)C1C(=O)C=CC1CC=CCCCC(=O=O,CCCCCC=CC=C1C(=O)C=CC1CC=CCCCC(=O)O
CCCCCC=CC=C1C(=O)C=CC1CC=CCCCC(=O),CCCCCC=CC=C1C(=O)C=CC1CC=CCCCC(=O)O
CCCCCC=CC=C1C(=O)C=CC1NCC=CCCCC(=O)O,CCCCCC=CC=C1C(=O)C=CC1CC=CCCCC(=O)O
CCCCC(C)(C)C(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O),CCCCC(C)(C)C(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O
CCCCC(C)(CCC(O)C=CC1C(O))C(=O)C1CC=CCCCC(=O)O,CCCCC(C)(C)C(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O
CCCCC(C)(C)C(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O),CCCCC(C)(C)C(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O
C=CCCCCCC=CC(O)C#CC#CC(O)C=,C=CCCCCCC=CC(O)C#CC#CC(O)C=C
C=CCCCCCC=CC(O)C#CC#CC(O))=C,C=CCCCCCC=CC(O)C#CC#CC(O)C=C
C=CCCCCCC=C(C(O)C#CC#CC(O)C=C,C=CCCCCCC=CC(O)C#CC#CC(O)C=C
C=CCCCCCC=CCC#CC#CCP(O)C=C,C=CCCCCCC=CCC#CC#CC(O)C=C
C=CCCCCCC=CCC#CC#CC(O)C=,C=CCCCCCC=CCC#CC#CC(O)C=C
C=CCCCCCC=CCC#CC#CC(O)C=,C=CCCCCCC=CCC#CC#CC(O)C=C
CC1=CC2OC(=O)C(N(C)C)C2CCC(C)=CCCC(C(=O)O)=CCC,CC1=CC2OC(=O)C(N(C)C)C2CCC(C)=CCCC(C(=O)O)=CCC1
CC1=CC2OC(=O)C(N(C)C)C2CCC(C)=CCCC(C(=O)O)=CCC,CC1=CC2OC(=O)C(N(C)C)C2CCC(C)=CCCC(C(=O)O)=CCC1
CC1=CC2OC(=O)C(N(C)C)C2CCC(C)=CCCC(C(=O)O)=CCC,CC1=CC2OC(=O)C(N(C)C)C2CCC(C)=CCCC(C(=O)O)=CCC1
C#CCCCCCCCCCCCCCCCC(=O),C#CCCCCCCCCCCCCCCCC(=O)O
C#CCCCCCCCCCCCCCCCC(=O),C#CCCCCCCCCCCCCCCCC(=O)O
C#CCCCCCCCCCCCCCCCC(=O),C#CCCCCCCCCCCCCCCCC(=O)O
O=C=O)CCCC=CCC1C(=O)CC(O)C1C=CC(O)CCcccccc1,O=C(O)CCCC=CCC1C(=O)CC(O)C1C=CC(O)CCc1ccccc1
O=C(O)CCCC=CCC1C(=O)CC(O)C1C=CC(O)CCc1ccccc,O=C(O)CCCC=CCC1C(=O)CC(O)C1C=CC(O)CCc1ccccc1
O=C(O)CCCC=CCC1C(=O)CC(O)C1C=CC(O)CCc1ccccc,O=C(O)CCCC=CCC1C(=O)CC(O)C1C=CC(O)CCc1ccccc1
C#CC1(O)CCC2C3CCc4cc(OCCCCC5)ccc4C3CCC21C,C#CC1(O)CCC2C3CCc4cc(OC5CCCC5)ccc4C3CCC21C
C#CC1(O)CCC2C3CCc4cc(OC5CCCC5)ccc4C3CCC21,C#CC1(O)CCC2C3CCc4cc(OC5CCCC5)ccc4C3CCC21C
C#CC1(O)CCC2C3CCc4cc(OC5CCCC5)ccc4C3CCC21,C#CC1(O)CCC2C3CCc4cc(OC5CCCC5)ccc4C3CCC21C
CC12CCC(=NCC(=O)O)C=C1CCC1C2CCC2(C)C1CC2C(C)O,CC12CCC(=NOCC(=O)O)C=C1CCC1C2CCC2(C)C1CCC2(C)O
CC12CCC(=NOCC(=O)O)C=C1CCC1C2CCC2(C)C1CCC2(C),CC12CCC(=NOCC(=O)O)C=C1CCC1C2CCC2(C)C1CCC2(C)O
CC12CCC(=NOCC(=O)O)C=C1CCC1C2CCC2()C1CCC2(C)O,CC12CCC(=NOCC(=O)O)C=C1CCC1C2CCC2(C)C1CCC2(C)O
CC(O)CCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)2O,CC(O)CCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O
CC(O)CCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O),CC(O)CCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O
CC(O)CCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O),CC(O)CCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O
CC(O)CCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O),CC(O)CCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O
CC(O)CCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O),CC(O)CCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O
C=(O)CCCC(O)C=CC1CO)CC(O)C1CCCCCCCC(=O)O,CC(O)CCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O
COc1ccc(OCc2ccc(COc3c(Cl)cccc3NCl)cc2)c(Cl)c1,COc1ccc(OCc2ccc(COc3c(Cl)cccc3Cl)cc2)c(Cl)c1
COc1cc(OCc2ccc(COc3c(Cl)cBrcc3Cl)cc2)c(Cl)c1,COc1ccc(OCc2ccc(COc3c(Cl)cccc3Cl)cc2)c(Cl)c1
COc1ccc(OCc2ccc(COc3c(Cl)cccc3Cl)cc2)c(Cl)c,COc1ccc(OCc2ccc(COc3c(Cl)cccc3Cl)cc2)c(Cl)c1
O=c1onc2cnc3ccccc3n,O=c1onc2cnc3ccccc3n12
O=c1onc2cnc3ccccc3n,O=c1onc2cnc3ccccc3n12
O=c1onc2cnc3ccccc3n,O=c1onc2cnc3ccccc3n12
OC1Cc2c(ccc3cc4ccccc4c123)C(O)C1O,OC1Cc2c(ccc3cc4ccccc4cc23)C(O)C1O
OC1Cc2c(ccc3cP4ccccc4cc23)C(O)C1O,OC1Cc2c(ccc3cc4ccccc4cc23)C(O)C1O
OC1Cc2c(ccc3cc4ccccc4c23)C(O)C1O,OC1Cc2c(ccc3cc4ccccc4cc23)C(O)C1O
COC1(C)C(C)(O)C(CO)OC1(C)n1cnc2c(N)ncn21,COC1(C)C(C)(O)C(CO)OC1(C)n1cnc2c(N)ncnc21
COC1(C)C(C)(O)BrC(CO)OC1(C)n1cnc2c(N)ncnc21,COC1(C)C(C)(O)C(CO)OC1(C)n1cnc2c(N)ncnc21
COC1(C)C(C)(O)C(CO)OC1(C)n1cnc2c(N)ncnc,COC1(C)C(C)(O)C(CO)OC1(C)n1cnc2c(N)ncnc21
1O=c1ccn(C2CC(F)C(COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,O=c1ccn(C2CC(F)C(COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1
O=c1ccn(C2CC(F)C(COP(=O(O)OP(=O)(O)O)O2)c(=O)[nH]1,O=c1ccn(C2CC(F)C(COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1
O=c1ccn(C2CC(F)C(COP(O=O)(O)OP(=O)(O)O)O2)Cl(=O)[nH]1,O=c1ccn(C2CC(F)C(COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1
Nc1ncnc2c1ncn2C1CCC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,Nc1ncnc2c1ncn2C1CCC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1
Nc1ncnc2c1ncn2C1CCC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,Nc1ncnc2c1ncn2C1CCC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1
Nc1ncnc2c1ncn2C1CCC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,Nc1ncnc2c1ncn2C1CCC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1
Nc1ccn(C2CCC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)n,Nc1ccn(C2CCC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)n1
Nc1ccn(C2CCC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)n,Nc1ccn(C2CCC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)n1
Nc1ccn(C2CCC(COP(=O)()OP(=O)(O)OP(=O)(O)O)O2)c(=O)n1,Nc1ccn(C2CCC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)n1
Nc1nc(=O)c2ncn(C3CCC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O3)c2[nH],Nc1nc(=O)c2ncn(C3CCC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O3)c2[nH]1
Nc1nc(=O)c2ncn(C3CCC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O13)c2[nH]1,Nc1nc(=O)c2ncn(C3CCC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O3)c2[nH]1
Nc1nc(=O)c2ncn(C3CCC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O3)c2[nH],Nc1nc(=O)c2ncn(C3CCC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O3)c2[nH]1
C=1OC(n2cnc3c(N)ncnc32)CC1OP(Br=O)(O)O,CC1OC(n2cnc3c(N)ncnc32)CC1OP(=O)(O)O
CC1OC(n2cnc3c(N)ncnc32)CC1OP(=O)(O),CC1OC(n2cnc3c(N)ncnc32)CC1OP(=O)(O)O
CC1OC(n2cnc3c(N)ncnc32)CC1OP(=O)(O),CC1OC(n2cnc3c(N)ncnc32)CC1OP(=O)(O)O
CCOc1ccc(-c2nc3ccc(-c4nc5ccc(N6CCN(C)CC6)cc5[nH]4)cc3[nH]2)cc,CCOc1ccc(-c2nc3ccc(-c4nc5ccc(N6CCN(C)CC6)cc5[nH]4)cc3[nH]2)cc1
CCOcccc(-c2nc3ccc(-c4nc5ccc(N6CCN(C)CC6)cc5[nH]4)cc3[nH]2)cc1,CCOc1ccc(-c2nc3ccc(-c4nc5ccc(N6CCN(C)CC6)cc5[nH]4)cc3[nH]2)cc1
CCOc1ccc(-c2nc3ccc(-c4nc5cccON6CCN(C)CC6)cc5[nH]4)cc3[nH]2)cc1,CCOc1ccc(-c2nc3ccc(-c4nc5ccc(N6CCN(C)CC6)cc5[nH]4)cc3[nH]2)cc1
C1OC(n2ccc(=O)[nH]c2=O)CC1O,CC1OC(n2ccc(=O)[nH]c2=O)CC1O
=CC1OC(n2ccc(=O)[nH]c2=O)CC1O,CC1OC(n2ccc(=O)[nH]c2=O)CC1O
CC1OC(n2ccc(()O)[nH]c=H=CC1O,CC1OC(n2ccc(=O)[nH]c2=O)CC1O
COC1C(O)C(C)BrC(OC2CCC3(C)C(CCC4C3CCCC(C)C(C5=CC(=O)OC5)CCC43O)C2)C1OC(3)=O,COC1C(O)C(C)OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)C1OC(C)=O
COC1C(O)C(C)OC(OC2CCC(3C)C(COC4C3CCC3(C)C(C5=CC(=C)OC5)CCC43O)C2)C1OC(C)=O,COC1C(O)C(C)OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)C1OC(C)=O
COC1C(O)C(C)OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)C1OC(C)=,COC1C(O)C(C)OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)C1OC(C)=O
Ncncnc2c1ncn2C1CC(OP(=O)(O)O)C(CO)O1,Nc1ncnc2c1ncn2C1CC(OP(=O)(O)O)C(CO)O1
Nc1ncnc2c1ncn2C1C(OP(=O)(O)O)C(CO)O1,Nc1ncnc2c1ncn2C1CC(OP(=O)(O)O)C(CO)O1
Nc1ncnc2H1ncn2C1CC(OP(=O)(O)O)C(CO)O1,Nc1ncnc2c1ncn2C1CC(OP(=O)(O)O)C(CO)O1
CCCCcCCCC=CCCCCCC(O)Cc1Cc(O)ccc1O,CCCCCCCCC=CCCCCCC(O)Cc1cc(O)ccc1O
CCCCCCCCC=CCCCCCC(O)Cc1ccBr)ccc1O,CCCCCCCCC=CCCCCCC(O)Cc1cc(O)ccc1O
CCCCCCCCC=CCCCC=C(O)C1cc(O)ccc1O,CCCCCCCCC=CCCCCCC(O)Cc1cc(O)ccc1O
OC(C)=CCc1c(O)ccc(C2COc3cc(O)ccc3C2=O)c1O,CC(C)=CCc1c(O)ccc(C2COc3cc(O)ccc3C2=O)c1O
CC(C)=CCc1c(O)ccc(C2COc3cc(O)ccc3C2=O)c1,CC(C)=CCc1c(O)ccc(C2COc3cc(O)ccc3C2=O)c1O
CC(C)=CCc1c(O)=ccc(C2CO(3cc(O)ccc3C2=O)c1O,CC(C)=CCc1c(O)ccc(C2COc3cc(O)ccc3C2=O)c1O
C=CC1C(OC2OC(CO)C(O)C(OC(C)=O)C2O)OC=C2C(=O)N3cCC4c5Ccccc5NC4C3CC21,C=CC1C(OC2OC(CO)C(O)C(OC(C)=O)C2O)OC=C2C(=O)N3CCC4c5ccccc5NC4C3CC21
C=CC1C(OC2OC(CO)C(O)C(OC(C)=O)C2O)OC=C2H(=O)N3CCC4c5ccccc5NC4C3CC21,C=CC1C(OC2OC(CO)C(O)C(OC(C)=O)C2O)OC=C2C(=O)N3CCC4c5ccccc5NC4C3CC21
C=CC1C(OC2OOC(CO)C(O)C(OC(C)=O)C2O)OC=C2C(=O)3CCC4c5ccccc5NC4C3CC21,C=CC1C(OC2OC(CO)C(O)C(OC(C)=O)C2O)OC=C2C(=O)N3CCC4c5ccccc5NC4C3CC21
OCC1NC(O)C=(O)C1O,OCC1NC(CO)C(O)C1O
OCC1NC(CO)C(O)C1,OCC1NC(CO)C(O)C1O
OC(C1NC(CO)C(O)C1O,OCC1NC(CO)C(O)C1O
NC(CCCC[B-](O)(O)O)C(=O),NC(CCCC[B-](O)(O)O)C(=O)O
NC(CCCC[B-](O)(N)O)C(=O)O,NC(CCCC[B-](O)(O)O)C(=O)O
NC(CCCC[B-](O)(O)Cl)C(=O)O,NC(CCCC[B-](O)(O)O)C(=O)O
c1ccc(-c2ccccn2)nc,c1ccc(-c2ccccn2)nc1
c1ccc(-Pc2ccccn2)nc1,c1ccc(-c2ccccn2)nc1
c1ccc(-c2ccccn2)nc,c1ccc(-c2ccccn2)nc1
O=S(=)(Nc1cccc(B(O)O)c1)c1cc(S(=O)(=O)c2ccccc2)cs1,O=S(=O)(Nc1cccc(B(O)O)c1)c1cc(S(=O)(=O)c2ccccc2)cs1
O=S(=O)(Nc1cccc(B(O)O)c1)c1cc(S(=O)(=)c2ccccc2)cs1,O=S(=O)(Nc1cccc(B(O)O)c1)c1cc(S(=O)(=O)c2ccccc2)cs1
O=S(=O)(Nc1cccc(B(O)O)c1)c1cc(S(=O)(=O)c2ccccc2)cs,O=S(=O)(Nc1cccc(B(O)O)c1)c1cc(S(=O)(=O)c2ccccc2)cs1
C(O)C=(C)N=O,CC(O)=C(C)N=O
CC(O)=C(C)N=,CC(O)=C(C)N=O
CC(O)=CC(C)N=O,CC(O)=C(C)N=O
CCCCCC(O)C=CC1C(O)CC(O)C1CC(=O)CCC(=O),CCCCCC(O)C=CC1C(O)CC(O)C1CC(=O)CCC(=O)O
CCCCCCO)C=CC1C(O)CC(O)C1CC(=O)=CCC(=O)O,CCCCCC(O)C=CC1C(O)CC(O)C1CC(=O)CCC(=O)O
CCCCCC(O)C=CC1C(O)CC(O)C1CC(=O)CCC(=O),CCCCCC(O)C=CC1C(O)CC(O)C1CC(=O)CCC(=O)O
O=C(O)COc1cc(Cl)c(Cl)cc1,O=C(O)COc1cc(Cl)c(Cl)cc1Cl
O=C(O)COc1cc(Cl)c(Cl)cc1,O=C(O)COc1cc(Cl)c(Cl)cc1Cl
O=C(O)COc1cc(Cl)c(Cl)cc1,O=C(O)COc1cc(Cl)c(Cl)cc1Cl
CCCCCCC(C)OC(=O)COc1cc(Cl)c(Cl)cc1,CCCCCCC(C)OC(=O)COc1cc(Cl)c(Cl)cc1Cl
CCCCCCC(Cl)OC(=O)COc1cc(Cl)c(Cl)cc1Cl,CCCCCCC(C)OC(=O)COc1cc(Cl)c(Cl)cc1Cl
CCCCCCC(C)OC(=O)COc1cc(Cl)c(Cl)cc1,CCCCCCC(C)OC(=O)COc1cc(Cl)c(Cl)cc1Cl
COC(=O1)COc1cc(Cl)c(Cl)cc1Cl,COC(=O)COc1cc(Cl)c(Cl)cc1Cl
COC(=O)COc1cc(Cl)c(Cl)cc1,COC(=O)COc1cc(Cl)c(Cl)cc1Cl
CNOC(=O)COc1cc(Cl)c(Cl)cc1Cl,COC(=O)COc1cc(Cl)c(Cl)cc1Cl
O1c1c(Br)cc(Br)c1Br,Oc1c(Br)cc(Br)cc1Br
Oc1cSBrcSc(Br)cc1Br,Oc1c(Br)cc(Br)cc1Br
Oc1c(Br)cc(Br)cc1,Oc1c(Br)cc(Br)cc1Br
Nc1nc(N)c2c(n1)NCC(c1ccccc1)N,Nc1nc(N)c2c(n1)NCC(c1ccccc1)N2
Nc1nc(N)c2c=(n1)NCC(c1ccccc1)N,Nc1nc(N)c2c(n1)NCC(c1ccccc1)N2
Nc1nc(NccN)(n1)NCC(c1ccccc1)N2,Nc1nc(N)c2c(n1)NCC(c1ccccc1)N2
NCc1ccc(Cl)cc1BrCl,NCc1ccc(Cl)cc1Cl
NCc1ccc(Cl)cc1,NCc1ccc(Cl)cc1Cl
NCcc1cc(Clcc1Cl,NCc1ccc(Cl)cc1Cl
O=C(O)CBrc1ccc(Cl)cc1Cl,O=C(O)COc1ccc(Cl)cc1Cl
O=C(O)COc1ccc(Cl)cc1,O=C(O)COc1ccc(Cl)cc1Cl
O=C(O)COc1ccc(Cl)cc1,O=C(O)COc1ccc(Cl)cc1Cl
CCCCCCC(C)OC(=O)CO2c1ccc(Cl)cc1Cl,CCCCCCC(C)OC(=O)COc1ccc(Cl)cc1Cl
CCCCCCC(C)OC(=OCOc1Nccc(Cl)cc1Cl,CCCCCCC(C)OC(=O)COc1ccc(Cl)cc1Cl
CCCCCCC(C)OC(=O)COc1ccc(Cl)cc1,CCCCCCC(C)OC(=O)COc1ccc(Cl)cc1Cl
COC(=O)COc1ccc(Cl)cc1,COC(=O)COc1ccc(Cl)cc1Cl
CO2C(=O)COc1ccc(Cl)cc1Cl,COC(=O)COc1ccc(Cl)cc1Cl
COC(=O)COc1ccc(Cl)cc1,COC(=O)COc1ccc(Cl)cc1Cl
1C(O)CCCOc=ccc(Cl)Occ1Cl,O=C(O)CCCOc1ccc(Cl)cc1Cl
O=C(O)CCCOc1ccc()cc1Cl,O=C(O)CCCOc1ccc(Cl)cc1Cl
O=C(O)CCCOc1cccHCl)cc1Cl,O=C(O)CCCOc1ccc(Cl)cc1Cl
COC(=O)CCOc1ccc(Cl)cc1Cl,COC(=O)CCCOc1ccc(Cl)cc1Cl
COCO=()CCOc1ccH(Cl)cc1Cl,COC(=O)CCCOc1ccc(Cl)cc1Cl
COC(=O)CCCOc1ccc(Cl)cc1,COC(=O)CCCOc1ccc(Cl)cc1Cl
O=C(O)c1ccc(O)cc1,O=C(O)c1ccc(O)cc1O
O=C(O)c1ccc(O)cc1,O=C(O)c1ccc(O)cc1O
O=C(O)c1ccc(O)cc1,O=C(O)c1ccc(O)cc1O
COc1cCcc(S(=O)(=O)Nc2cc([N+](=O)[O-])ccc2OC)cc1,COc1ccc(S(=O)(=O)Nc2cc([N+](=O)[O-])ccc2OC)cc1
COc1ccc((=O)(=O)Nc2cc([N+](=O)[O-])ccc2OH)cc1,COc1ccc(S(=O)(=O)Nc2cc([N+](=O)[O-])ccc2OC)cc1
COClc1ccc(S(=O)(=O)Nc2cc([N+](=O)[O-])ccc2OC)cc1,COc1ccc(S(=O)(=O)Nc2cc([N+](=O)[O-])ccc2OC)cc1
O=[N+](()c1ccc[O-]O)c([N+](=O)[O-])c1,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1
O=[N+][O-])c1ccc(O)c([N+](=O)[O-])c1,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1
O=[N+]([O-])c1=cc(O)c([N+](cO)[O-])c1,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1
OCC1OC(CO)C(O)CO,OCC1OC(CO)C(O)C1O
OCC1OC(CO)C(O)C1,OCC1OC(CO)C(O)C1O
CCC1OOCO)C(O)C1O,OCC1OC(CO)C(O)C1O
O=P(O)(O)OCC1OC(COP(=O)(O)O)C(O)C1,O=P(O)(O)OCC1OC(COP(=O)(O)O)C(O)C1O
O=P(O)(O)OCC1OC(COP(=O)(O)O)CSO)C1O,O=P(O)(O)OCC1OC(COP(=O)(O)O)C(O)C1O
O=P(O(O)OCC1OC(COP(=O)(O)O)C(O)C1O,O=P(O)(O)OCC1OC(COP(=O)(O)O)C(O)C1O
